district,fips,doy,year,tminc,tmeanc,tmaxc,pr,rmean,vpd,vs
Allen,22003,2,2002,-0.755489852,2.220661548,5.196812947,0,54.92860912,0.372783809,4.998171791
Assumption,22007,2,2002,-1.572015461,0.97971062,3.531436701,0.016002169,67.81464206,0.300522369,4.28371312
Avoyelles,22009,2,2002,-1.242267672,1.686621867,4.615511406,0,51.52243836,0.376979372,5.150559146
Evangeline,22039,2,2002,-0.8765358,2.14274404,5.162023881,0,54.15157792,0.384760865,5.177574144
Catahoula,22025,2,2002,-1.875170677,1.265048595,4.405267867,0,51.20211077,0.393439024,4.890612337
LaSalle,22059,2,2002,-2.122633047,1.063685214,4.250003475,0,51.64952047,0.385705913,4.765972485
Tensas,22107,2,2002,-1.657635727,1.152670019,3.962975764,0,51.27125865,0.398710831,4.943454908
Madison,22065,2,2002,-1.557630801,1.077756241,3.713143283,0,48.97931836,0.41308068,4.837875715
East Carroll,22035,2,2002,-1.561487632,0.850075876,3.261639383,0,45.02556529,0.426144113,4.850835376
Natchitoches,22069,3,2002,-5.151577353,-0.3562708,4.439035752,0,51.86278111,0.369853084,3.442474541
De Soto,22031,3,2002,-5.905573213,-0.99371259,3.918148033,0,48.98720916,0.366816451,2.901386171
Caddo,22017,3,2002,-6.089589046,-1.206407103,3.67677484,0,52.07213476,0.34718105,2.801518911
Bossier,22015,3,2002,-5.797154808,-1.134447584,3.52825964,0,52.96100645,0.341009814,2.894075005
Webster,22119,3,2002,-6.051102908,-1.250793566,3.549515776,0,54.04619381,0.336301108,2.970738741
Lafourche,22057,3,2002,-2.916131711,1.178189397,5.272510504,0,59.24990933,0.326462391,4.539019464
Terrebonne,22109,3,2002,-2.510697653,1.408339099,5.327375852,0,58.03817863,0.33467785,5.666361914
Ascension,22005,3,2002,-4.516381526,0.068834347,4.654050221,0,53.04266514,0.355277588,3.272324702
Iberville,22047,3,2002,-4.275344213,0.123495334,4.522334882,0,53.17659142,0.352195885,3.144322766
West Baton Rouge,22121,3,2002,-4.646071253,0.066783434,4.77963812,0,53.40495901,0.356046309,3.646234776
Pointe Coupee,22077,3,2002,-4.671802858,0.054555388,4.780913634,0,54.41393636,0.353227537,3.572058594
East Baton Rouge,22033,3,2002,-5.108391906,-0.1250447,4.858302507,0,53.59120676,0.359608928,3.846750839
West Feliciana,22125,3,2002,-5.416081393,-0.402189355,4.611702684,0,55.07732634,0.346226683,3.884919968
East Feliciana,22037,3,2002,-6.26898175,-0.870516768,4.527948215,0,52.61323203,0.352907466,4.107354675
Rapides,22079,3,2002,-5.238307325,-0.342112346,4.554082632,0,55.26555789,0.350280957,3.566277992
Grant,22043,3,2002,-4.840634497,-0.108905571,4.622823355,0,53.60898749,0.367664345,3.423974676
Concordia,22029,3,2002,-4.998649615,-0.229126921,4.540395773,0,53.73487789,0.353793835,3.387711779
St. Helena,22091,3,2002,-6.582784434,-0.925298914,4.732186606,0,52.08378986,0.358630555,4.160746964
Livingston,22063,3,2002,-5.476358296,-0.313817866,4.848722564,0,50.99429867,0.365953207,3.901699968
Vernon,22115,3,2002,-5.827672339,-0.530768556,4.766135227,0,54.87644942,0.359831587,3.520199799
Beauregard,22011,3,2002,-5.141511684,-0.062221237,5.01706921,0,54.70681124,0.363536793,3.383503418
St. Martin,22099,3,2002,-4.409488349,0.027757533,4.465003415,0,51.88704795,0.352734226,3.306742016
St. Mary,22101,3,2002,-3.150323507,0.593734994,4.337793495,0,54.51285444,0.335187324,4.902285029
Iberia,22045,3,2002,-3.667194857,0.647330035,4.961854927,0,57.89887561,0.321108668,5.095262773
Vermilion,22113,3,2002,-4.499091818,-0.080088474,4.338914869,0,56.01327918,0.320800317,4.523805755
Acadia,22001,3,2002,-4.80330338,-0.133213836,4.536875708,0,53.73398494,0.346274262,3.31131792
Lafayette,22055,3,2002,-4.642296534,0.040571108,4.723438749,0,52.48448973,0.354306387,3.373340268
St. Landry,22097,3,2002,-4.567593593,0.315197347,5.197988287,0,53.26724082,0.368399591,3.544284075
Calcasieu,22019,3,2002,-4.02873238,0.445782743,4.920297866,0,52.83171134,0.367850649,3.12844649
Jefferson Davis,22053,3,2002,-4.373424681,0.098119508,4.569663696,0,53.01359036,0.351751074,3.170479096
Cameron,22023,3,2002,-3.303245133,1.039050136,5.381345406,0,57.24619794,0.341642293,4.376087079
Union,22111,3,2002,-5.324345351,-0.559631428,4.205082495,0,51.4553567,0.358495565,3.16486475
Lincoln,22061,3,2002,-5.253671911,-0.552000769,4.149670374,0,52.54543024,0.35588916,3.312263438
Ouachita,22073,3,2002,-4.688272596,-0.262542968,4.163186661,0,53.14293444,0.357254485,3.320510014
Morehouse,22067,3,2002,-4.550696966,-0.224587451,4.101522064,0,49.21552323,0.365272727,3.288675921
Jefferson,22051,3,2002,-2.185214687,1.60417934,5.393573367,0,60.1297789,0.323226435,4.739226507
St. Charles,22089,3,2002,-3.135884323,0.819848728,4.775581779,0,55.81577327,0.339539854,3.28971194
Plaquemines,22075,3,2002,-0.738947938,2.915610063,6.570168063,0,70.60412948,0.276934336,7.270062004
Orleans,22071,3,2002,-2.008533408,1.649837338,5.308208084,0,57.84486894,0.336747099,5.499448864
St. Bernard,22087,3,2002,-2.068043603,2.034485918,6.13701544,0,67.65392548,0.290943003,6.636654044
St. Tammany,22103,3,2002,-4.390708796,0.391439604,5.173588004,0,60.39841226,0.322628403,5.797434239
St. John the Baptist,22095,3,2002,-3.309012714,0.761873307,4.832759327,0,55.29593437,0.346178177,3.53336961
St. James,22093,3,2002,-4.208980942,0.251341783,4.711664507,0,52.67325674,0.35877407,2.915230266
Washington,22117,3,2002,-6.359871932,-0.724731966,4.910408,0,54.21005267,0.357193019,4.479759378
Tangipahoa,22105,3,2002,-6.000476871,-0.579549192,4.841378486,0,51.14451913,0.362357893,4.183925124
Jackson,22049,3,2002,-5.191078406,-0.475912642,4.239253122,0,52.404255,0.362459819,3.408180264
Richland,22083,3,2002,-4.320272217,-0.198773057,3.922726103,0,52.291217,0.35294258,3.367663657
West Carroll,22123,3,2002,-3.78881693,0.070264893,3.929346716,0,46.48387714,0.371811214,3.446249821
Franklin,22041,3,2002,-4.59790288,-0.180552067,4.236798745,0,53.34750077,0.354268914,3.398388767
Caldwell,22021,3,2002,-4.933429202,-0.405809161,4.12181088,0,53.13217946,0.358073507,3.407614286
Winn,22127,3,2002,-5.233349935,-0.469697679,4.293954577,0,53.91485766,0.358992146,3.439094436
Bienville,22013,3,2002,-5.326721621,-0.682044694,3.962632232,0,52.12909274,0.359410179,3.154597067
Red River,22081,3,2002,-5.798215833,-0.865688738,4.066838357,0,50.41728423,0.36368194,3.114272959
Sabine,22085,3,2002,-6.551343913,-1.156190016,4.238963881,0,51.70683928,0.360628,3.247170754
Claiborne,22027,3,2002,-6.305930099,-1.349048616,3.607832868,0,52.13889676,0.337923903,2.889548723
Allen,22003,3,2002,-4.857946165,0.016403277,4.89075272,0,54.27937461,0.358883221,3.51219071
Assumption,22007,3,2002,-4.045380558,0.137309072,4.319998703,0,51.2594132,0.353774982,3.120198086
Avoyelles,22009,3,2002,-4.892661428,-0.235414154,4.421833121,0,53.68028688,0.349969062,3.452506123
Evangeline,22039,3,2002,-4.993515433,-0.066507157,4.860501119,0,54.04513704,0.358523017,3.510716779
Catahoula,22025,3,2002,-5.020639137,-0.245190165,4.530258806,0,52.7751854,0.357742479,3.235971043
LaSalle,22059,3,2002,-5.015796448,-0.329169626,4.357457195,0,53.37992517,0.355603009,3.193168233
Tensas,22107,3,2002,-4.864553239,-0.28655084,4.291451559,0,53.52241009,0.348484852,3.345560895
Madison,22065,3,2002,-3.949616294,0.077532847,4.104681988,0,52.73924972,0.356646716,3.451631208
East Carroll,22035,3,2002,-3.408581717,0.213005529,3.834592774,0,46.05509595,0.371562105,3.463108012
Natchitoches,22069,4,2002,-5.725731091,2.024241949,9.774214989,0,45.84034757,0.481212633,3.642128315
De Soto,22031,4,2002,-6.890664066,1.213413796,9.317491658,0,44.95204636,0.464992084,3.617330173
Caddo,22017,4,2002,-7.116774045,0.882110618,8.880995281,0,46.17365292,0.450684385,3.92059517
Bossier,22015,4,2002,-7.250506731,0.676193456,8.602893643,0.032561593,47.27140469,0.447353414,3.726458524
Webster,22119,4,2002,-7.435134263,0.566281508,8.567697279,0.025696265,48.27904098,0.445576098,3.801822369
Lafourche,22057,4,2002,-1.972731715,5.10626244,12.18525659,0,60.60990937,0.416128443,2.966398484
Terrebonne,22109,4,2002,-1.791144017,5.504297487,12.79973899,0,59.74081628,0.42059742,3.866898804
Ascension,22005,4,2002,-4.190685704,3.126170395,10.44302649,0,50.93867826,0.476933853,2.223968407
Iberville,22047,4,2002,-3.804426376,3.238996817,10.28242001,0,49.92701927,0.472005675,2.083804942
West Baton Rouge,22121,4,2002,-4.083466324,3.0938768,10.27121992,0,48.51025527,0.491509367,2.428462199
Pointe Coupee,22077,4,2002,-3.918957212,3.141056401,10.20107001,0,48.00999129,0.498022591,2.433590283
East Baton Rouge,22033,4,2002,-4.653446517,2.81048791,10.27442234,0,48.15434694,0.501490469,2.582419718
West Feliciana,22125,4,2002,-4.550681021,2.664017091,9.878715204,0,47.0430864,0.501045246,2.797591215
East Feliciana,22037,4,2002,-5.668308492,2.063124692,9.794557876,0,46.24242869,0.503467751,2.707464467
Rapides,22079,4,2002,-4.86909307,2.545771643,9.960636357,1.44E-04,48.10269484,0.475905449,3.310802973
Grant,22043,4,2002,-5.277362325,2.204828917,9.68702016,0,47.94167994,0.486653469,3.208877626
Concordia,22029,4,2002,-4.636774244,2.35646246,9.349699164,0,46.98662194,0.503663362,2.738204693
St. Helena,22091,4,2002,-6.157678469,1.868782985,9.895244439,0,47.0984482,0.505679208,2.590133941
Livingston,22063,4,2002,-5.050800779,2.601399195,10.25359917,0,48.47798358,0.501624351,2.525907667
Vernon,22115,4,2002,-5.274092841,2.68318155,10.64045594,0.174198659,47.58853398,0.47334517,3.767783652
Beauregard,22011,4,2002,-4.511340067,3.553344165,11.6180284,0.110783885,53.60107562,0.462631738,3.576355872
St. Martin,22099,4,2002,-3.811252709,3.461139679,10.73353207,0,52.32224516,0.458013656,2.266071816
St. Mary,22101,4,2002,-2.781495413,4.351745038,11.48498549,0,56.47543461,0.416627032,3.487892307
Iberia,22045,4,2002,-2.275361859,4.997478787,12.27031943,0,59.32845099,0.412540699,3.598264913
Vermilion,22113,4,2002,-2.927317558,4.616483997,12.16028555,0,61.03507736,0.379096877,3.32595723
Acadia,22001,4,2002,-3.881414896,3.580163834,11.04174256,0.181556817,54.27345036,0.446983954,2.886731439
Lafayette,22055,4,2002,-3.644131686,3.782923951,11.20997959,0,54.72434902,0.45248449,2.560714932
St. Landry,22097,4,2002,-3.676203718,3.68367268,11.04354908,0.038325449,48.99004027,0.507940279,2.664861588
Calcasieu,22019,4,2002,-3.386502231,4.453424429,12.29335109,0,57.25064116,0.43943057,2.779804552
Jefferson Davis,22053,4,2002,-3.623421777,3.901616164,11.42665411,0.009541813,55.91333516,0.441558849,2.739861231
Cameron,22023,4,2002,-1.539834279,6.036131236,13.61209675,0,62.41176953,0.396182338,3.315000058
Union,22111,4,2002,-6.762130404,1.000805077,8.763740559,0,49.72450514,0.471122563,3.355726236
Lincoln,22061,4,2002,-6.833678419,1.036237193,8.906152805,0,49.12224955,0.470407224,3.545897388
Ouachita,22073,4,2002,-6.082539238,1.311999183,8.706537604,0,50.89931952,0.466880377,3.215591675
Morehouse,22067,4,2002,-5.591610563,1.361005845,8.313622254,0,50.83242365,0.465371175,3.099068454
Jefferson,22051,4,2002,-1.03252517,5.356956667,11.7464385,0,61.83005476,0.406933197,2.851712189
St. Charles,22089,4,2002,-2.37735258,4.221519265,10.82039111,0,58.86212048,0.422934353,2.235848815
Plaquemines,22075,4,2002,0.708271192,6.636017514,12.56376384,0,67.62264937,0.375289947,3.913960769
Orleans,22071,4,2002,-1.236488387,4.65275593,10.54200025,0,60.77556546,0.396905549,2.979350408
St. Bernard,22087,4,2002,-0.967657039,5.186623439,11.34090392,0,64.34137382,0.39472089,3.298582545
St. Tammany,22103,4,2002,-3.466928686,3.250804962,9.96853861,0,59.27741249,0.41235184,3.039162262
St. John the Baptist,22095,4,2002,-2.6223327,3.912194692,10.44672208,0,55.78223379,0.451617937,2.281931805
St. James,22093,4,2002,-3.86140334,3.434750659,10.73090466,0,51.73628502,0.477327883,2.163327298
Washington,22117,4,2002,-5.848880451,1.892793035,9.634466521,0,49.15721435,0.487424597,2.267808536
Tangipahoa,22105,4,2002,-5.285002023,2.340083611,9.965169246,0,48.04298334,0.499546591,2.47521414
Jackson,22049,4,2002,-6.855984434,1.090268792,9.036522019,0,49.8711633,0.467800367,3.627689931
Richland,22083,4,2002,-5.329371141,1.473695612,8.276762366,0,50.88442022,0.464136177,2.977493043
West Carroll,22123,4,2002,-4.459276701,1.769574907,7.998426515,0,49.22985435,0.472220989,2.997475091
Franklin,22041,4,2002,-5.156626868,1.794517342,8.745661553,0,49.75051045,0.482458427,3.023326763
Caldwell,22021,4,2002,-6.019501541,1.372551953,8.764605447,0,49.41393837,0.468150814,3.438510418
Winn,22127,4,2002,-6.331013655,1.467994192,9.267002039,0,49.77017597,0.465285114,3.490895634
Bienville,22013,4,2002,-7.047283161,0.946905146,8.941093454,0,48.71307226,0.45925784,3.798198812
Red River,22081,4,2002,-7.358844365,0.936393656,9.231631677,0,47.67686079,0.462159445,3.597809714
Sabine,22085,4,2002,-6.263907228,1.86529765,9.994502528,0,43.56296796,0.470824634,3.838383118
Claiborne,22027,4,2002,-7.327149457,0.582249589,8.491648636,0,48.50216786,0.456099651,3.610628189
Allen,22003,4,2002,-4.018762435,3.536240865,11.09124416,0.03124283,50.93893819,0.474934128,3.242164847
Assumption,22007,4,2002,-3.927487471,3.334799397,10.59708627,0,51.72997981,0.455921058,2.270690106
Avoyelles,22009,4,2002,-4.389330866,2.632677811,9.654686489,0,47.34066454,0.48788501,2.773752092
Evangeline,22039,4,2002,-4.08080061,3.331252881,10.74330637,0.368293296,48.82319276,0.484924163,3.017109822
Catahoula,22025,4,2002,-5.032863375,2.100848495,9.234560365,0,48.2932476,0.493140868,2.785428896
LaSalle,22059,4,2002,-5.389100548,1.901233534,9.191567615,0,49.0299076,0.476943769,2.837613873
Tensas,22107,4,2002,-4.799157279,2.039040429,8.877238137,0,48.86893481,0.4959374,2.871850864
Madison,22065,4,2002,-4.466051608,2.004515799,8.475083207,0,49.5864864,0.485979205,2.874628049
East Carroll,22035,4,2002,-3.993807,1.934190878,7.862188757,0,49.07158358,0.473221265,2.96499066
Natchitoches,22069,5,2002,-1.547911116,4.720595488,10.98910209,26.25224217,70.42243414,0.222032339,3.985815098
